criminalidad,es_archivo,es_preclusion,estado,etapa_caso,ley,pais_hecho,departamento_hecho,municipio_hecho,seccional,anio_hechos,anio_entrada,anio_denuncia,grupo_delito,victima_consumado,sexo,grupo_etario,pais_nacimiento,aplica_lgbti,aplica_nna,indigena,afrodescendiente,total_victimas,delito,agravante,Type,total_victimas_nna,cod_dep,cod_mun
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Meta,VILLAVICENCIO,DIRECCIÓN SECCIONAL DE META,2022,2022,2022,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,,ESCNNA,1,50,50001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,2024,2024,2024,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,4,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,,ESCNNA,4,05,05001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Santander,SAN GIL,DIRECCIÓN SECCIONAL DE SANTANDER,2024,2024,2024,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),SIN DATO,NO,SI,NO,NO,1,UTILIZAC.O FACILITAC.MEDIOS DE COMUNICAC.PARA OFRECER ACTIV. SEXUALES CON MENORES DE 18 AÑOS ART. 219A,,ESCNNA,1,68,68679
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Bolívar,CARTAGENA,DIRECCIÓN SECCIONAL DE BOLÍVAR,2023,2024,2024,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,1,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,,ESCNNA,1,13,13001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Santander,EL CARMEN DE CHUCURÍ,DIRECCIÓN SECCIONAL DE SANTANDER,2022,2024,2024,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,,ESCNNA,1,68,68235
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2023,2023,2023,DELITOS SEXUALES,NO APLICA,FEMENINO,ADULTO,Venezuela,NO,NO,NO,NO,1,UTILIZAC.O FACILITAC.MEDIOS DE COMUNICAC.PARA OFRECER ACTIV. SEXUALES CON MENORES DE 18 AÑOS ART. 219A,,ESCNNA,0,11,11001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,ITAGUI,DIRECCIÓN SECCIONAL DE MEDELLÍN,2013,2013,2013,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,2,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,2,05,05360
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Meta,VILLAVICENCIO,DIRECCIÓN SECCIONAL DE META,2017,2017,2017,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,50,50001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Tolima,IBAGUÉ,DIRECCIÓN SECCIONAL DE TOLIMA,2021,2022,2022,DELITOS SEXUALES,NO APLICA,MASCULINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,73,73001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Atlántico,BARRANQUILLA,DIRECCIÓN SECCIONAL DE ATLÁNTICO,2021,2021,2021,DELITOS SEXUALES,NO APLICA,FEMENINO,ADULTO,Colombia,NO,NO,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,0,08,08001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Cundinamarca,MOSQUERA,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,2023,2023,2023,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,25,25473
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 1098,Colombia,Bolívar,MAGANGUÉ,DIRECCIÓN SECCIONAL DE BOLÍVAR,2020,2020,2020,DELITOS SEXUALES,NO APLICA,SIN DATO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,13,13430
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,2014,2015,2015,DELITOS SEXUALES,NO APLICA,MASCULINO,SIN DATO,Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,05,05001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,2012,2012,2012,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,PROXENETISMO CON MENOR DE EDAD ART. 213A,,ESCNNA,1,05,05001
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Valle del Cauca,JAMUNDÍ,DIRECCIÓN SECCIONAL DE CALI,2022,2022,2022,DELITOS SEXUALES,NO APLICA,FEMENINO,ADULTO,Colombia,NO,NO,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,0,76,76364
SI,NO,NO,ACTIVO,JUICIO,Ley 906,Colombia,Meta,PUERTO CONCORDIA,DIRECCIÓN SECCIONAL DE GUAVIARE,2024,2024,2024,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,SI,NO,2,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,N.4 VICTIMA MENOR DE 14 AÑOS,ESCNNA,2,50,50450
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Córdoba,MONTERÍA,DIRECCIÓN SECCIONAL DE CÓRDOBA,2020,2020,2020,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,23,23001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Valle del Cauca,TULUÁ,DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA,2016,2016,2016,DELITOS SEXUALES,NO APLICA,MASCULINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,UTILIZAC.O FACILITAC.MEDIOS DE COMUNICAC.PARA OFRECER ACTIV. SEXUALES CON MENORES DE 18 AÑOS ART. 219A,,ESCNNA,1,76,76834
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2021,2022,2022,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),SIN DATO,NO,SI,NO,NO,2,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,2,11,11001
SI,NO,SI,INACTIVO,JUICIO,Ley 906,Colombia,La Guajira,BARRANCAS,DIRECCIÓN SECCIONAL DE LA GUAJIRA,2014,2015,2015,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,44,44078
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2016,2021,2021,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,11,11001
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,ITAGUI,DIRECCIÓN SECCIONAL DE MEDELLÍN,2019,2019,2019,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,N.4 VICTIMA MENOR DE 14 AÑOS,ESCNNA,1,05,05360
SI,NO,NO,INACTIVO,JUICIO,Ley 906,Colombia,Norte de Santander,CÚCUTA,DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER,2017,2017,2017,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,N.4 VICTIMA MENOR DE 14 AÑOS,ESCNNA,1,54,54001
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 1098,Colombia,Caldas,MANIZALES,DIRECCIÓN SECCIONAL DE CALDAS,2015,2015,2015,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,17,17001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Bolívar,ARJONA,DIRECCIÓN SECCIONAL DE BOLÍVAR,2012,2013,2013,DELITOS SEXUALES,NO APLICA,SIN DATO,SIN DATO,Colombia,NO,SI,NO,NO,1,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,,ESCNNA,1,13,13052
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Meta,VILLAVICENCIO,DIRECCIÓN SECCIONAL DE META,2017,2017,2017,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,INDUCCION A LA PROSTITUCION ART. 213,,ESCNNA,1,50,50001
SI,NO,NO,ACTIVO,JUICIO,Ley 906,Colombia,Bolívar,CARTAGENA,DIRECCIÓN SECCIONAL DE BOLÍVAR,2016,2016,2016,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,1,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,N.4 VICTIMA MENOR DE 14 AÑOS,ESCNNA,1,13,13001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Cundinamarca,ÚTICA,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,2014,2014,2014,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,INDUCCION A LA PROSTITUCION ART. 213,,ESCNNA,1,25,25851
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Cundinamarca,SOPÓ,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,2014,2014,2014,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,25,25758
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Cundinamarca,FUSAGASUGÁ,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,2023,2023,2023,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,2,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,2,25,25290
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Nariño,PASTO,DIRECCIÓN SECCIONAL DE NARIÑO,2024,2024,2024,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,3,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,3,52,52001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2026,2026,2026,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,1,INDUCCION A LA PROSTITUCION ART. 213,ART. 216 N. 1.  CUANDO SE REALIZARE EN PERSONA MENOR DE CATORCE (14) ANOS,ESCNNA,1,11,11001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Santander,VÉLEZ,DIRECCIÓN SECCIONAL DE SANTANDER,2013,2013,2013,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,INDUCCION A LA PROSTITUCION ART. 213,,ESCNNA,1,68,68861
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Meta,VILLAVICENCIO,DIRECCIÓN SECCIONAL DE META,2012,2012,2012,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,INDUCCION A LA PROSTITUCION ART. 213,,ESCNNA,1,50,50001
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Risaralda,PEREIRA,DIRECCIÓN SECCIONAL DE RISARALDA,2019,2019,2019,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,1,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,,ESCNNA,1,66,66001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,2025,2025,2025,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,1,UTILIZAC.O FACILITAC.MEDIOS DE COMUNICAC.PARA OFRECER ACTIV. SEXUALES CON MENORES DE 18 AÑOS ART. 219A,,ESCNNA,1,05,05001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,2025,2025,2025,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,1,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,,ESCNNA,1,05,05001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,TURBO,DIRECCIÓN SECCIONAL DE ANTIOQUIA,2021,2021,2021,DELITOS SEXUALES,NO APLICA,FEMENINO,ADULTO,Colombia,NO,NO,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,0,05,05837
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2023,2023,2023,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,12,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,12,11,11001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2010,2010,2010,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,4,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,4,11,11001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2019,2019,2019,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),SIN DATO,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,11,11001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Norte de Santander,CÚCUTA,DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER,2025,2025,2025,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,2,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,2,54,54001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Santander,PIEDECUESTA,DIRECCIÓN SECCIONAL DE SANTANDER,2022,2022,2022,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Venezuela,NO,SI,NO,NO,1,UTILIZAC.O FACILITAC.MEDIOS DE COMUNICAC.PARA OFRECER ACTIV. SEXUALES CON MENORES DE 18 AÑOS ART. 219A,,ESCNNA,1,68,68547
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Putumayo,VALLE DEL GUAMUEZ,DIRECCIÓN SECCIONAL DE PUTUMAYO,2025,2026,2026,DELITOS SEXUALES,NO APLICA,FEMENINO,ADULTO,Colombia,NO,NO,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,0,86,86865
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2021,2021,2021,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,40,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,40,11,11001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2024,2025,2025,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,SI,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,11,11001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Valle del Cauca,CALI,DIRECCIÓN SECCIONAL DE CALI,2018,2018,2018,DELITOS SEXUALES,NO APLICA,MASCULINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,76,76001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Huila,GIGANTE,DIRECCIÓN SECCIONAL DE HUILA,2018,2018,2018,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,INDUCCION A LA PROSTITUCION ART. 213,,ESCNNA,1,41,41306
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Huila,NEIVA,DIRECCIÓN SECCIONAL DE HUILA,2025,2025,2025,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,INDUCCION A LA PROSTITUCION ART. 213,,ESCNNA,1,41,41001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Atlántico,SOLEDAD,DIRECCIÓN SECCIONAL DE ATLÁNTICO,2020,2020,2020,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,SIN DATO,NO,SI,NO,NO,2,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,2,08,08758
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Bolívar,CARTAGENA,DIRECCIÓN SECCIONAL DE BOLÍVAR,2013,2014,2014,DELITOS SEXUALES,NO APLICA,SIN DATO,SIN DATO,Colombia,NO,SI,NO,NO,1,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,,ESCNNA,1,13,13001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Caldas,VILLAMARÍA,DIRECCIÓN SECCIONAL DE CALDAS,2019,2019,2019,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,17,17873
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2021,2022,2022,DELITOS SEXUALES,NO APLICA,MASCULINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,11,11001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2023,2024,2024,DELITOS SEXUALES,NO APLICA,MASCULINO,SIN DATO,Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,11,11001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Tolima,FALAN,DIRECCIÓN SECCIONAL DE TOLIMA,2018,2018,2018,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,1,INDUCCION A LA PROSTITUCION ART. 213,,ESCNNA,1,73,73270
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,2019,2019,2019,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,6,INDUCCION A LA PROSTITUCION ART. 213,,ESCNNA,6,05,05001
SI,NO,NO,INACTIVO,INDAGACIÓN,Ley 1098,Colombia,Nariño,PASTO,DIRECCIÓN SECCIONAL DE NARIÑO,2023,2023,2023,DELITOS SEXUALES,NO APLICA,MASCULINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,52,52001
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 1098,Colombia,Caldas,VILLAMARÍA,DIRECCIÓN SECCIONAL DE CALDAS,2024,2024,2024,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,3,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,3,17,17873
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,2021,2021,2021,DELITOS SEXUALES,NO APLICA,MASCULINO,ADOLESCENTE (14-17 años),SIN DATO,NO,SI,NO,NO,1,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,,ESCNNA,1,05,05001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Cauca,POPAYÁN,DIRECCIÓN SECCIONAL DE CAUCA,2024,2024,2024,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,INDUCCION A LA PROSTITUCION ART. 213,,ESCNNA,1,19,19001
SI,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Valle del Cauca,GUADALAJARA DE BUGA,DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA,2018,2018,2018,DELITOS SEXUALES,NO APLICA,FEMENINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,UTILIZAC.O FACILITAC.MEDIOS DE COMUNICAC.PARA OFRECER ACTIV. SEXUALES CON MENORES DE 18 AÑOS ART. 219A,,ESCNNA,1,76,76111
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Valle del Cauca,PALMIRA,DIRECCIÓN SECCIONAL DE CALI,2015,2015,2015,DELITOS SEXUALES,NO APLICA,MASCULINO,SIN DATO,Colombia,NO,SI,NO,NO,1,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,,ESCNNA,1,76,76520
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Atlántico,SOLEDAD,DIRECCIÓN SECCIONAL DE ATLÁNTICO,2024,2024,2024,DELITOS SEXUALES,NO APLICA,MASCULINO,SIN DATO,Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,08,08758
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Sucre,SANTIAGO DE TOLÚ,DIRECCIÓN SECCIONAL DE SUCRE,2025,2025,2025,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,70,70820
SI,NO,NO,ACTIVO,JUICIO,Ley 906,Colombia,Caldas,LA DORADA,DIRECCIÓN SECCIONAL DE CALDAS,2024,2024,2024,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,,ESCNNA,1,17,17380
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 906,Colombia,Caldas,LA DORADA,DIRECCIÓN SECCIONAL DE CALDAS,2018,2019,2019,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Colombia,NO,SI,NO,NO,1,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,,ESCNNA,1,17,17380
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,Ley 906,Colombia,Magdalena,SANTA MARTA,DIRECCIÓN SECCIONAL DE MAGDALENA,2020,2020,2020,DELITOS SEXUALES,NO APLICA,FEMENINO,ADOLESCENTE (14-17 años),Venezuela,NO,SI,NO,NO,1,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,N.1 EJECUTADA POR TURISTA O VIAJERO NACIONAL O EXTRANJERO,ESCNNA,1,47,47001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Caldas,ARANZAZU,DIRECCIÓN SECCIONAL DE CALDAS,2024,2025,2025,DELITOS SEXUALES,NO APLICA,MASCULINO,NIÑA-NIÑO (0-13 años),Colombia,NO,SI,NO,NO,1,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,1,17,17050
NO,SI,NO,INACTIVO,INDAGACIÓN,Ley 1098,Colombia,"Bogotá, D.C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,2021,2021,2021,DELITOS SEXUALES,NO APLICA,FEMENINO,ADULTO,Colombia,NO,NO,NO,NO,4,PORNOGRAFIA CON MENORES ART. 218,,ESCNNA,0,11,11001
SI,NO,NO,ACTIVO,INDAGACIÓN,Ley 906,Colombia,Santander,RIONEGRO,DIRECCIÓN SECCIONAL DE SANTANDER,2025,2025,2025,DELITOS SEXUALES,NO APLICA,FEMENINO,SIN DATO,Colombia,NO,SI,NO,NO,1,DEMANDA DE EXPLOT.SEX. COMERC. MENOR DE 18 AÑOS ART. 217A,N.4 VICTIMA MENOR DE 14 AÑOS,ESCNNA,1,68,68615
